original_name,clean_name,category,weight,unit,pack_size,packaging_type,old_edge_case,new_edge_case,description
Bánh Gạo Topokki Vị Phomai 120g (Cái),Bánh Gạo Topokki Vị Phomai,Thực phẩm ăn liền,120.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh Hạt Hình Thuyền 320g (Gói),Bánh Hạt Hình Thuyền,Kẹo,320.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh Kenju Kem dẻo 186g (Túi),Bánh Kenju Kem dẻo,Bánh,186.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh Kenju vị tôm 192g (Gói),Bánh Kenju vị tôm,Bánh,192.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh Khọt 270g (Gói),Bánh Khọt,,270.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh Kita Cake kem bơ sữa 168g (Cái),Bánh Kita Cake kem bơ sữa,Bánh,168.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh Lotte Chocolat 169.8g (Hộp),Bánh Lotte Chocolat,Bánh,169.8,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh Merry kem quế vị vani lon 200g (Hộp),Bánh Merry kem quế vị vani lon,Kẹo,200.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh Nice hộp 264g (Cái),Bánh Nice hộp,Bánh,264.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh Nice túi Vani 200g (Cái),Bánh Nice túi Vani,Bánh,200.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh Pháp Challot HH túi 260g (Cái),Bánh Pháp Challot HH túi,Bánh,260.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh Pháp Challot HH túi 260g (Gói),Bánh Pháp Challot HH túi,Bánh,260.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh Sweetpie hộp âm dương 440g (Cái),Bánh Sweetpie hộp âm dương,Bánh,440.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh TayoDip-Mayo 45g (Gói),Bánh TayoDip-Mayo,"Snack, đồ ăn vặt",45.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh Toonies Choco 32g (Gói),Bánh Toonies Choco,"Snack, đồ ăn vặt",32.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh Xốp Nabati vị phô mai 110g (Cái),Bánh Xốp Nabati vị phô mai,Bánh,110.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh bông lan AXIANGQIN 360g (Gói),Bánh bông lan AXIANGQIN,Bánh,360.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh calty quy bơ túi cam 90g (Túi),Bánh calty quy bơ túi cam,Bánh,90.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh calty quy bơ túi dâu 90g (Túi),Bánh calty quy bơ túi dâu,Bánh,90.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh chả zip to 310g (Gói),Bánh chả zip to,"Snack, đồ ăn vặt",310.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh cookie hạnh nhân HT Richy lộc mã đáo_đỏ 156g (Hộp),Bánh cookie hạnh nhân HT Richy lộc mã đáo_đỏ,Bánh,156.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh cookies bơ thập Cẩm HT Richy_xanh 500g (Hộp),Bánh cookies bơ thập Cẩm HT Richy_xanh,Bánh,500.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh cookies bơ thập Cẩm HT Richy_đỏ 500g (Hộp),Bánh cookies bơ thập Cẩm HT Richy_đỏ,Bánh,500.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh cookies bơ thập cẩm HT Majestic hoa nhí_đỏ 310g (Hộp),Bánh cookies bơ thập cẩm HT Majestic hoa nhí_đỏ,Bánh,310.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh cookies bơ thập cẩm HT Majestic hoa nhí_vàng 310g (Hộp),Bánh cookies bơ thập cẩm HT Majestic hoa nhí_vàng,Bánh,310.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh cookies thập cẩm HT Majestic đồng tiền vàng 382g (Hộp),Bánh cookies thập cẩm HT Majestic đồng tiền vàng,Bánh,382.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh dừa Deli cà phê 165g (Gói),Bánh dừa Deli cà phê,Bánh,165.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh dừa đậu phộng coconut Deli 170g (Gói),Bánh dừa đậu phộng coconut Deli,Bánh,170.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh gạo Hàn Quốc 500g (Gói),Bánh gạo Hàn Quốc,Thực phẩm đông lạnh,500.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh gạo jinju Mật ong 100g (Gói),Bánh gạo jinju Mật ong,Bánh,100.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh gạo sữa Miyaki 240g (Gói),Bánh gạo sữa Miyaki,Bánh,240.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh gạo sữa Miyaki vị phomai 240g (Gói),Bánh gạo sữa Miyaki vị phomai,Bánh,240.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh gạo sữa miyaki 240g (Gói),Bánh gạo sữa miyaki,Bánh,240.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh gấu Koala Sô cô la 37g (Hộp),Bánh gấu Koala Sô cô la,Bánh,37.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh gọa sữa-vị sữa 112g (Gói),Bánh gọa sữa-vị sữa,Bánh,112.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh hạt dinh dưỡng mix vị 206g (Gói),Bánh hạt dinh dưỡng mix vị,,206.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh lương khô ăn kiêng 350g (Gói),Bánh lương khô ăn kiêng,Bánh,350.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh mandu hải sản rau củ 350g (Gói),Bánh mandu hải sản rau củ,Thực phẩm đông lạnh,350.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh merry kem quế vị vani lon Đỏ 200g (Hộp),Bánh merry kem quế vị vani lon Đỏ,Bánh,200.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh mì Hamburger thịt bò ướp tiêu đen 85g (Gói(Bò Tiêu Đen)),Bánh mì Hamburger thịt bò ướp tiêu đen (Gói(Bò Tiêu Đen)),Bánh,85.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh mềm socala combo Pie 336g (Cái),Bánh mềm socala combo Pie,Bánh,336.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh phồng tôm Sa Giang gói 100g (Gói),Bánh phồng tôm Sa Giang gói,"Rong biển, bánh tráng",100.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh que Toppo nhân kem dâu 40g (Hộp),Bánh que Toppo nhân kem dâu,Bánh,40.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh que choco choky phô mai 36g (Cái),Bánh que choco choky phô mai,Bánh,36.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh que choco choky sầu riêng 36g (Gói),Bánh que choco choky sầu riêng,Bánh,36.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh que choco choky trà xanh 36g (Gói),Bánh que choco choky trà xanh,Bánh,36.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh que choco choky vị socola 36g (Gói),Bánh que choco choky vị socola,Bánh,36.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh quy Kenju Nougat kem sữa HT Mã đáo Đỏ 217g (Hộp),Bánh quy Kenju Nougat kem sữa HT Mã đáo Đỏ,Bánh,217.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh quy Kenju rau củ túi 192g (Túi),Bánh quy Kenju rau củ túi,Bánh,192.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh quy bơ Danisa 681g (Hộp),Bánh quy bơ Danisa,Bánh,681.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh quy rau củ HT (Richy lộc_vàng) 156g (Hộp),Bánh quy rau củ HT (Richy lộc_vàng),Bánh,156.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh quy rau củ HT (Richy lộc_xanh dương) 156g (Hộp),Bánh quy rau củ HT (Richy lộc_xanh dương),Bánh,156.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh quy đậu nành mè HG 120g (Hộp),Bánh quy đậu nành mè HG,Bánh,120.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh thập cẩm An Lộc HG Merry Đỏ 400g (Hộp),Bánh thập cẩm An Lộc HG Merry Đỏ,Bánh,400.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh thập cẩm Merry HT Mã đáo 334g (Hộp),Bánh thập cẩm Merry HT Mã đáo,Bánh,334.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh tráng Meizan 120g (Túi),Bánh tráng Meizan,Thực phẩm đông lạnh,120.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh trứng Tipo hộp 250g (Hộp),Bánh trứng Tipo hộp,Bánh,250.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh walys hộp 360g (Cái),Bánh walys hộp,Bánh,360.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bánh đa cua tô 125g (Tô),Bánh đa cua tô,Thực phẩm ăn liền,125.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
BánhCPIE Matcha 30g (Cái),BánhCPIE Matcha,"Snack, đồ ăn vặt",30.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
"Bình xịt lưu hương chống thối chân, khử mùi giày XIMO 300ml (Chai)","Bình xịt lưu hương chống thối chân, khử mùi giày XIMO",Mỹ phẩm và dụng cụ làm đẹp,300.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bún bò huế 65g (Gói),Bún bò huế,"Nui, mì, bún khô",65.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bún giò heo 65g (Gói),Bún giò heo,"Nui, mì, bún khô",65.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bún khô Cao Bằng 500g (Túi),Bún khô Cao Bằng,Thực phẩm ăn liền,500.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bún riêu cua 80g (Gói),Bún riêu cua,Thực phẩm ăn liền,80.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bút xóa nước 12ml (Chiếc),Bút xóa nước,Văn phòng phẩm,12.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bơ thực vật cao cấp Meizan 200g (Hộp),Bơ thực vật cao cấp Meizan,Gia vị,200.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bắp xóc mắm cay 200g (Gói),Bắp xóc mắm cay,"Snack, đồ ăn vặt",200.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bỏng Ngô vị mật ong 110g (Cái),Bỏng Ngô vị mật ong,"Snack, đồ ăn vặt",110.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bột Baking Soda 454g (Hộp),Bột Baking Soda,Gia vị,454.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bột Lẩu Thái Aji-Quick 50g (Cái),Bột Lẩu Thái Aji-Quick,Gia vị,50.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bột bắp Meizan 150g (Gói),Bột bắp Meizan,Bột các loại,150.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bột canh 14% 200g (Gói),Bột canh 14%,Gia vị,200.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bột canh Iốt H/C 190g (Gói),Bột canh Iốt H/C,Gia vị,190.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bột canh i-ốt Hải Châu 900g (Túi),Bột canh i-ốt Hải Châu,Gia vị,900.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bột chiên giòn Aji - Quick 150g (Gói),Bột chiên giòn Aji - Quick,Bột các loại,150.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bột chiên giòn hiệu đồng tiền 1kg (Gói),Bột chiên giòn hiệu đồng tiền,Gia vị,1.0,kg,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bột ngọt AJI-NO-MOTO 1kg (Gói),Bột ngọt AJI-NO-MOTO,Gia vị,1.0,kg,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bột ngọt NT Vedan M 1000g (Gói),Bột ngọt NT Vedan M,Gia vị,1000.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bột rang muối 20g (Gói),Bột rang muối,Gia vị,20.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Bột sắn dây Miền Bắc 500g (Túi),Bột sắn dây Miền Bắc,Bột các loại,500.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
CC K.CaoSuThổi Play Tennis 18g (Thỏi),CC K.CaoSuThổi Play Tennis,Kẹo,18.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
CC K.Dẻo Sour Belt 1M 45g (Dây),CC K.Dẻo Sour Belt 1M,Kẹo,45.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
CC Kẹo Dẻo Cool Cola 24g (Gói),CC Kẹo Dẻo Cool Cola,Kẹo,24.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
CC Kẹo Dẻo MiniCrawlers 24g (Gói),CC Kẹo Dẻo MiniCrawlers,Kẹo,24.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
CC Kẹo Dẻo MiniTubes 24g (Gói),CC Kẹo Dẻo MiniTubes,Kẹo,24.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
CC Kẹo Dẻo Sour Belt 7g (Gói),CC Kẹo Dẻo Sour Belt,Kẹo,7.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
CC Kẹo Dẻo Sour Crawlers 90g (Gói),CC Kẹo Dẻo Sour Crawlers,Kẹo,90.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
CC Kẹo Dẻo SourBites 24g (Gói),CC Kẹo Dẻo SourBites,Kẹo,24.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
CC Kẹo Dẻo TopMix 24g (Gói),CC Kẹo Dẻo TopMix,Kẹo,24.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
CC Kẹo Mút Còi Thổi HươngDâu 15g (Cái),CC Kẹo Mút Còi Thổi HươngDâu,Kẹo,15.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
CC SourBelt Tết 105g (Hộp),CC SourBelt Tết,Bánh,105.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
CC kẹo mút Gum thổi hương cola 432g (Cái),CC kẹo mút Gum thổi hương cola,Kẹo,432.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
CC kẹo mút Gum thổi hương dâu 432g (Cái),CC kẹo mút Gum thổi hương dâu,Kẹo,432.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
CCBB K.CaoSu Thổi Tô Màu 27g (Hũ),CCBB K.CaoSu Thổi Tô Màu,Kẹo,27.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
CCBB K.CsuThổi Shapeez 4.5g (Cái),CCBB K.CsuThổi Shapeez,Kẹo,4.5,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
CCBB Sploosh K.CaoSu thổi 3.4g (Cái),CCBB Sploosh K.CaoSu thổi,Kẹo,3.4,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
COSY Marie banh quy 240g (Cái),COSY Marie banh quy,Bánh,240.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Ca phe Highlands RTD Iced with milk 235ml (Lon),Ca phe Highlands RTD Iced with milk,Cà phê,235.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Cafe muối 20g (Hộp),Cafe muối,Trà,20.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Carlsberg Pilsner 330ml (Lon),Carlsberg Pilsner,Bia,330.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Cháo Sườn 70g (Gói),Cháo Sườn,"Nui, mì, bún khô",70.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Cháo Tươi Baby Cá Hồi & Cải Bó Xôi 240g (Cái),Cháo Tươi Baby Cá Hồi & Cải Bó Xôi,Thực phẩm ăn liền,240.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Cháo Tươi Baby Thịt Bằm Bí Đổ SGFood 240g (Cái),Cháo Tươi Baby Thịt Bằm Bí Đổ SGFood,Thực phẩm ăn liền,240.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Cháo Tươi Bò Đậu Đỏ 270g (Cái),Cháo Tươi Bò Đậu Đỏ,Thực phẩm ăn liền,270.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Cháo Tươi Cá Đậu Xanh 270g (Cái),Cháo Tươi Cá Đậu Xanh,Thực phẩm ăn liền,270.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Cháo Tươi Gà Cà Rốt 270g (Cái),Cháo Tươi Gà Cà Rốt,Thực phẩm ăn liền,270.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Cháo Tươi Thịt Thăn Rau Củ 270g (Cái),Cháo Tươi Thịt Thăn Rau Củ,Thực phẩm ăn liền,270.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Cháo thịt gà 70g (Gói),Cháo thịt gà,Thực phẩm ăn liền,70.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Cháo yến mạch Minh Trung lon 365g (Hộp),Cháo yến mạch Minh Trung lon,Thực phẩm ăn liền,365.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Cháo đậu xanh Minh Trung 365g (Hộp),Cháo đậu xanh Minh Trung,Thực phẩm ăn liền,365.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Chân giò xông khói 300g (300g),Chân giò xông khói,Thực phẩm đông lạnh,300.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Chân giò xông khói 450g (450g),Chân giò xông khói,Thực phẩm đông lạnh,450.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Chân gà Ponnie xốt cay 33g (Cái),Chân gà Ponnie xốt cay,Thịt,33.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Chân gà Ponnie xốt mật ong 33g (Cái),Chân gà Ponnie xốt mật ong,Thịt,33.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Chân gà bách thảo 40g (Cái),Chân gà bách thảo,"Snack, đồ ăn vặt",40.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Chân gà cay đóng gói hút chân không 80g (Gói),Chân gà cay đóng gói hút chân không,,80.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Chân gà nhất tâm Hey Yo 40g (Gói),Chân gà nhất tâm Hey Yo,Thịt,40.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Chân gà rút xương bà Tuyết 26g (Gói),Chân gà rút xương bà Tuyết,Thịt,26.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Chân gà rút xương sả tắc 26g (Cái),Chân gà rút xương sả tắc,"Snack, đồ ăn vặt",26.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Chả cá Hàn que 500g (Gói),Chả cá Hàn que,Thực phẩm đông lạnh,500.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Chả cốm Hà Nội CP 500g (Gói),Chả cốm Hà Nội CP,"Lạp xưởng, xúc xích, khô sấy",500.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Chả cốm non Ước lễ Việt 200g (200g),Chả cốm non Ước lễ Việt,Thực phẩm đông lạnh,200.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Chả giò tôm thịt 500g (Cái),Chả giò tôm thịt,Thực phẩm trữ mát,500.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Chả giò xốp 500g (Cái),Chả giò xốp,Thực phẩm trữ mát,500.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Chả giò xốp con tôm 500g (Cái),Chả giò xốp con tôm,Thực phẩm trữ mát,500.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Chả hải sản tẩm bột 450g (Gói),Chả hải sản tẩm bột,Thực phẩm đông lạnh,450.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Chả quế Ước lễ 200g (200g),Chả quế Ước lễ,Thực phẩm đông lạnh,200.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Chả sụn Ước lễ 200g (200g),Chả sụn Ước lễ,Thực phẩm đông lạnh,200.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Creamer đặc có đường NSPN Xanh lá HG 380g (Hộp),Creamer đặc có đường NSPN Xanh lá HG,Sữa đặc,380.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Cung Đình hủ tiếu Nam Vang 30 gói Việt Nam 85g (Gói),Cung Đình hủ tiếu Nam Vang Việt Nam,Thực phẩm ăn liền,85.0,g,30,gói,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Cung Đình hủ tiếu sườn heo 30 gói Việt Nam 85g (Gói),Cung Đình hủ tiếu sườn heo Việt Nam,Thực phẩm ăn liền,85.0,g,30,gói,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Cà phê G7 2in1 15st 16g (Hộp),Cà phê G7 2in1 15st,Trà,16.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Cà phê G7 3in1 16g (Hộp),Cà phê G7 3in1,Trà,16.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Cà phê VCF 3in1 Gold Original 17g (Cái),Cà phê VCF 3in1 Gold Original,Nước ngọt,17.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Cà phê Vinacafe sữa hòa tan 240g (Hộp),Cà phê Vinacafe sữa hòa tan,Trà,240.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Cà phê Wake up Hương chồn 17g (Hộp),Cà phê Wake up Hương chồn,Trà,17.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Cà phê sầu riêng 4IN1 324g (Hộp),Cà phê sầu riêng 4IN1,Trà,324.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Cá Hộp 3 cô gái 155g (Hộp),Cá Hộp 3 cô gái,Thực phẩm đông lạnh,155.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Cá ngừ ngâm dầu 185g (Cái),Cá ngừ ngâm dầu,Thực phẩm đóng hộp,185.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Cá viên 220viên 500g (Gói),Cá viên 220viên,Thực phẩm đông lạnh,500.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Cá viên 500g (Gói),Cá viên,Thực phẩm đông lạnh,500.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Cá viên J&J 500g (Gói),Cá viên J&J,Thực phẩm đông lạnh,500.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Cơm cháy chà bông 200g (Gói),Cơm cháy chà bông,"Snack, đồ ăn vặt",200.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
DACHI chân gà 35g (Gói),DACHI chân gà,Thực phẩm ăn liền,35.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
DOVE DX phục hồi hư tổn 610g (Chai),DOVE DX phục hồi hư tổn,Chăm sóc cá nhân khác,610.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
DOVE ST dưỡng da chuyên sâu dây 6g (Gói),DOVE ST dưỡng da chuyên sâu dây,Chăm sóc cá nhân khác,6.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Da heo Lucky Star vị mắm hành 25g (Gói),Da heo Lucky Star vị mắm hành,"Snack, đồ ăn vặt",25.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Da heo Lucky Star vị tỏi ớt 25g (Gói),Da heo Lucky Star vị tỏi ớt,"Snack, đồ ăn vặt",25.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Dấm gạo Hà Phương 500ml (Chai),Dấm gạo Hà Phương,Gia vị,500.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Dấm thanh Angon 450ml (Chai),Dấm thanh Angon,Gia vị,450.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Dầu gội DL Nguyên Xuân đỏ 520g (Chai),Dầu gội DL Nguyên Xuân đỏ,Chăm sóc tóc và da đầu,520.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Dầu gội DL Nguyên xuân bồng bềnh vàng 260g (Chai),Dầu gội DL Nguyên xuân bồng bềnh vàng,Chăm sóc tóc và da đầu,260.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Dầu xả dược liệu Nguyên xuân bồng bềnh 300ml (Chai),Dầu xả dược liệu Nguyên xuân bồng bềnh,Chăm sóc tóc và da đầu,300.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Dầu ăn cao cấp Mezan Gold 400ml (Cái),Dầu ăn cao cấp Mezan Gold,Dầu ăn,400.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Dồi sụn 500g (500g),Dồi sụn,Thực phẩm đông lạnh,500.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
